ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
243,1,13,4,3,1,2,6,5,2,2,3,3,4,2,2,5,2,3,2,1,3,2,3,3,6,6,2,3,3,6,6,3,4,1,4,3,3,3,3,4,3,3,4,4,3,3,3,2,2,3,3,7,8,8,2,2,2,2,1,4,2,1,5,5,5,0,-8,5,5,2,4,3,3,3,2,3,3,24,,1,3,,4,1,8,8,10,3,3,3,3,3,3,3,3,3,3,3,4,6,5,-8,8,7,6,6,6,3,2,5,6,5,9,9,9,5,6,5,9,3,12,9,3,4,3,4,4,3,4,4,2,60,10,10,1964,,2,,,1,2,1,2,7,5,2,1,,1,,1,2,2,2,0.314258057078129,95,2025,9,258,258-95,3,10,9,4,4,2,1,1,2,2,2,6,1,20,95243
274,2,4,6,2,2,5,8,6,3,2,4,3,4,2,2,4,2,4,2,2,6,6,6,6,6,6,6,2,4,6,6,2,3,2,4,4,3,2,2,3,-8,2,4,4,3,3,3,2,2,2,2,10,7,8,2,1,2,2,2,2,1,1,5,5,3,4,4,8,2,2,3,3,2,3,3,3,3,10,,1,4,,3,1,1,1,6,3,3,3,3,3,1,3,3,2,2,3,3,4,4,4,4,8,4,5,6,6,6,6,6,1,6,6,6,6,6,6,6,6,5,2,3,3,3,4,4,3,4,3,1,67,12,7,1958,,2,,,1,3,1,3,1,7,2,1,,7,,3,3,7,2,1.10239946060299,95,2025,9,259,259-95,3,14,6,4,5,1,2,2,1,1,2,1,1,5,95274
274,2,4,5,5,1,2,7,4,2,2,3,2,5,2,2,10,2,2,1,5,3,2,4,2,6,5,6,1,3,4,6,3,3,1,4,3,2,4,2,4,3,1,4,4,3,4,3,2,2,3,-8,7,9,6,2,2,2,1,2,2,2,1,5,0,0,10,10,4,5,3,3,1,2,1,2,2,3,18,,2,,2,1,1,1,1,5,3,3,3,2,1,3,3,3,3,1,2,0,0,0,8,9,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,4,3,4,4,4,4,3,4,3,2,49,21,7,1976,,2,,,1,3,1,1,6,5,2,1,,1,,1,3,3,2,0.175824934087544,95,2025,9,260,260-95,5,14,26,3,5,2,2,2,1,1,2,4,1,5,95274
274,2,4,3,1,2,1,5,5,3,2,3,3,2,2,1,4,4,2,4,1,4,6,4,6,6,1,1,4,3,6,6,4,4,3,4,4,3,3,2,3,3,3,3,4,4,4,3,3,2,3,2,4,5,5,3,1,1,1,2,4,2,1,3,5,7,0,0,4,2,1,4,2,1,2,2,3,3,9,,1,1,,2,1,1,1,3,3,3,2,3,3,3,3,3,1,2,1,3,1,1,10,10,10,4,3,8,3,6,6,3,9,3,3,3,6,6,6,3,3,1,2,3,2,4,4,4,4,4,2,2,59,1,1,1966,,2,,,1,4,1,3,8,9,2,1,,1,,1,3,3,3,0.217985414616794,95,2025,9,261,261-95,10,26,6,3,6,2,2,1,2,2,1,4,1,5,95274
274,2,4,3,1,2,1,8,5,4,1,3,3,4,1,1,1,5,4,5,1,4,5,4,5,6,1,3,5,6,6,6,1,4,2,2,3,2,2,1,-9,4,1,1,3,3,3,4,1,-9,3,3,6,10,10,1,3,3,1,2,4,3,2,1,9,10,1,2,5,2,1,3,1,3,-9,2,3,1,5,,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,9,9,1,10,9,6,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,9,3,1,1,3,2,1,3,6,1,81,1,1,1944,,2,,,1,5,1,1,1,4,2,1,,7,,3,1,2,4,1.10239946060299,95,2025,9,262,262-95,13,1,26,4,2,1,1,2,2,2,2,3,1,5,95274
274,2,4,8,1,1,1,5,5,2,1,3,2,3,2,2,5,1,4,2,3,4,6,6,3,6,6,3,5,6,6,6,1,3,3,3,4,4,4,2,4,3,3,3,3,3,3,4,3,3,4,3,10,10,10,2,3,3,2,2,2,1,2,5,5,5,5,6,5,5,3,3,2,2,3,3,2,3,5,,1,2,,3,1,1,1,3,3,2,1,3,1,3,2,1,1,1,1,0,10,10,0,10,10,10,10,3,6,3,6,6,8,8,3,8,3,3,3,6,6,6,4,3,4,3,4,3,4,4,1,2,56,1,1,1969,,2,,,1,2,1,0,6,3,2,1,,10,,3,1,4,3,0.435970829233587,95,2025,9,263,263-95,12,6,3,3,5,2,2,1,1,1,1,4,1,5,95274
76,1,6,10,3,3,3,8,4,4,1,4,2,3,2,2,-8,2,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,6,-8,3,3,3,3,3,-8,3,2,3,4,3,4,-8,4,4,3,3,4,4,3,10,1,10,2,2,3,2,2,3,2,2,-8,-8,-9,-9,-9,-9,-9,3,5,3,3,3,2,3,3,15,15,1,3,,3,1,1,1,6,3,3,3,3,3,1,3,1,2,2,-8,0,-9,0,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-9,-9,-9,-9,6,6,3,5,2,4,4,4,-9,5,5,1,2,61,1,1,1964,,2,,,9,,,,1,6,2,-9,,-9,,1,-9,-9,3,0.590596511640113,95,2025,9,264,264-95,10,3,6,4,5,2,2,2,2,2,2,,1,8,95076
76,1,6,9,3,3,3,7,1,4,2,3,2,3,2,2,2,4,1,2,4,6,6,6,6,6,4,1,2,6,2,6,2,4,3,4,3,3,3,2,3,3,2,4,4,3,2,3,2,2,1,2,10,10,10,3,1,1,1,1,1,1,2,9,2,-8,10,10,-8,-8,1,3,1,1,3,3,2,3,15,15,2,,-9,2,3,9,9,4,3,3,3,2,3,3,3,3,1,1,2,10,10,10,0,10,10,10,10,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,3,4,4,4,4,1,4,1,1,43,28,3,1982,,2,,,9,,,,8,3,2,1,,1,,1,2,2,2,0.731374461241087,95,2025,9,265,265-95,3,6,14,5,,-8,-8,-8,-8,-8,-8,6,5,8,95076
76,1,6,8,4,4,4,10,10,3,3,1,1,3,1,3,5,3,3,6,6,6,6,6,6,6,6,4,2,6,6,6,4,1,3,4,4,4,4,3,4,3,3,3,4,3,3,4,3,2,4,3,10,5,10,2,2,2,3,1,1,1,2,5,5,-8,-8,-8,-8,7,4,3,3,3,3,2,3,3,15,15,1,4,,2,1,1,1,8,3,3,3,3,3,2,3,1,2,2,3,-8,-8,-8,-8,-8,-8,-8,-8,8,-8,-8,5,-8,5,8,8,8,8,8,-8,8,8,1,7,3,3,4,3,3,4,4,1,2,63,29,10,1961,,2,,,1,6,1,1,5,1,2,1,,7,,3,1,-9,5,0.885894767460169,95,2025,9,266,266-95,1,26,13,3,-8,2,2,2,2,2,2,1,1,8,95076
243,1,13,6,2,2,2,7,5,2,2,3,3,5,3,2,7,2,3,1,3,2,1,4,3,6,5,4,2,2,6,6,3,3,2,3,3,3,3,2,2,4,2,4,3,3,3,3,2,3,3,2,7,10,10,2,2,2,2,1,4,1,2,7,5,0,5,9,5,7,3,1,1,2,1,1,1,2,27,,1,2,,1,1,1,1,8,3,3,3,1,3,3,3,1,3,1,2,1,2,0,9,8,5,3,8,4,4,8,4,8,4,4,4,8,8,4,4,4,4,1,9,3,2,4,4,4,3,4,1,1,55,1,1,1970,,2,,,1,3,1,2,1,7,2,1,,1,,1,7,7,2,0.952663475835615,95,2025,9,267,267-95,3,5,2,4,5,2,2,1,1,1,2,7,1,20,95243
214,1,13,3,1,4,1,8,6,4,1,3,1,2,1,1,1,5,1,5,1,2,3,2,6,6,1,1,5,4,6,6,4,4,4,3,4,4,4,3,3,2,3,3,4,4,3,4,4,3,3,4,0,6,1,2,1,1,1,1,4,1,2,0,10,10,0,0,0,0,1,1,2,2,1,2,2,2,3,,1,1,,1,1,1,1,3,2,3,1,3,3,3,3,3,1,2,1,0,8,0,10,10,10,10,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,13,2,1,1,4,2,5,2,3,1,44,1,1,1982,,2,,,1,1,1,1,8,5,2,2,5,1,,1,5,7,3,1.13418739673909,95,2025,9,268,268-95,1,4,13,3,1,1,1,2,2,2,2,7,1,20,95214
183,1,13,6,2,2,3,7,5,2,2,2,3,4,2,2,-8,3,4,2,3,6,4,6,-8,6,3,-8,2,6,6,6,3,3,3,4,3,-8,3,3,3,-8,2,3,3,3,3,3,3,2,3,4,8,10,7,2,1,1,1,1,3,2,1,5,5,5,5,5,5,5,3,3,3,3,3,2,3,3,15,15,1,4,,3,1,1,1,6,3,3,3,3,2,1,3,3,2,2,2,-8,-8,0,7,10,9,-8,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,3,4,4,4,4,2,4,1,2,40,14,7,1985,,2,,,1,2,1,1,1,3,2,1,,1,,1,6,7,3,2.21694781258126,95,2025,9,269,269-95,17,5,11,4,-8,2,2,2,2,1,2,6,1,20,95183
182,1,13,10,4,4,4,10,7,4,2,4,3,2,2,-9,-9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,3,-8,3,2,3,-9,3,4,4,2,2,3,2,3,3,3,6,8,6,1,3,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,15,15,2,,5,3,4,8,8,9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,-8,-8,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-8,-9,-8,-8,1,6,2,3,4,4,4,1,3,6,2,25,31,10,1999,,2,,,1,1,1,1,8,4,2,1,,1,,1,3,3,3,0.198608908276573,95,2025,9,270,270-95,2,6,9,2,,2,2,2,2,2,2,2,5,20,95182
182,1,13,9,3,3,3,5,5,3,2,3,4,3,2,2,-9,2,3,1,3,6,4,6,3,6,2,2,2,6,-8,6,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,10,5,6,1,1,1,2,1,3,1,1,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,15,15,1,-9,,3,1,1,1,-8,3,2,3,3,3,3,3,3,3,3,3,-8,-8,-8,-8,-9,-8,-8,-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,11,3,3,3,4,4,3,5,3,2,53,10,7,1972,,2,,,1,3,1,1,7,3,2,1,,1,,1,-9,-9,3,0.891850807669539,95,2025,9,271,271-95,10,14,3,3,-8,-8,-8,-8,-8,-8,-8,2,1,20,95182
182,1,13,3,1,4,1,10,5,3,2,4,3,3,1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,3,2,-8,3,2,2,3,3,-8,2,-8,3,3,3,-8,1,-8,2,-8,-8,10,10,3,3,1,1,1,1,1,-8,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,15,15,1,-9,,3,1,9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,5,2,-9,3,2,2,2,3,-8,8,1,52,5,9,1973,,2,,,1,2,1,1,1,3,2,1,,1,,1,-9,-9,3,0.79614880415266,95,2025,9,272,272-95,2,3,6,3,-9,-9,-9,-9,-9,-9,-9,4,6,20,95182
227,1,13,8,3,3,3,9,2,4,2,4,4,5,2,2,5,1,3,2,3,3,5,3,3,6,2,5,3,3,6,6,4,4,2,4,4,2,3,2,3,2,1,4,3,2,3,4,1,1,3,2,5,10,10,2,2,1,1,1,4,1,1,0,0,2,2,0,2,9,1,2,1,2,3,2,2,3,17,,1,1,,2,1,1,1,8,3,2,3,3,3,3,2,1,3,3,3,0,4,0,10,7,7,5,5,8,8,8,5,8,8,8,8,8,8,8,8,8,8,9,7,2,5,4,4,4,3,4,1,1,41,30,1,1984,,2,,,1,2,1,0,2,5,2,1,,1,,1,-9,-9,3,0.851521413641182,95,2025,9,273,273-95,14,2,3,4,6,2,1,1,1,2,1,8,1,20,95227
227,1,13,5,2,1,2,7,4,3,2,3,3,4,2,2,-8,2,4,6,4,-8,-8,6,6,6,-8,3,3,5,-8,6,4,3,3,4,4,4,4,2,4,2,3,4,4,3,2,3,3,-8,2,3,10,10,10,2,2,2,-8,1,1,1,-8,-8,-8,0,-8,-8,9,-8,3,5,2,3,3,3,3,3,-8,-8,1,4,,4,1,8,1,5,-8,2,3,3,2,2,3,3,2,1,2,-8,9,7,3,10,8,2,3,5,-8,5,5,5,5,9,5,5,5,5,5,9,6,1,5,3,5,4,4,4,4,3,3,2,56,21,12,1968,,2,,,1,4,1,4,1,5,2,2,2,8,,3,4,4,4,0.515712815186984,95,2025,9,274,274-95,12,6,3,5,-8,-8,-8,-8,-8,-8,-8,3,1,20,95227
227,1,13,6,2,2,2,5,4,4,3,3,4,2,2,2,10,2,4,1,4,4,4,6,6,6,6,4,6,5,6,6,3,3,2,4,4,2,2,2,4,4,3,3,3,4,2,3,3,3,1,3,10,6,10,1,3,1,2,1,1,3,1,10,2,3,6,5,7,4,3,5,3,2,3,2,2,3,10,,1,2,,2,1,1,1,6,2,3,3,2,1,1,1,2,2,2,2,6,5,5,6,7,10,7,8,5,6,4,2,2,6,6,6,4,6,6,2,2,4,6,2,3,4,1,2,2,4,4,7,1,61,24,5,1965,,1,11,,1,4,1,3,7,6,2,1,,3,,3,1,1,4,0.260561212875473,95,2025,9,275,275-95,11,6,2,3,5,2,2,1,1,1,2,1,1,20,95227
56,1,5,8,5,5,5,7,6,2,2,4,2,3,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,3,2,3,-9,-9,-9,-9,1,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,15,15,1,3,,3,2,9,1,10,2,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5,5,5,-9,-9,-9,-9,-9,-9,-9,6,9,9,9,9,9,9,1,2,2,3,4,4,4,3,5,1,1,59,6,6,1966,,2,,,9,,,,8,5,2,1,,10,,3,6,6,2,0.598839956064063,95,2025,9,276,276-95,2,7,9,2,3,2,2,2,2,2,2,4,1,6,95056
57,1,5,6,2,2,2,9,6,2,2,4,3,4,2,2,9,1,4,2,6,2,6,3,6,6,3,3,1,4,6,6,3,4,2,4,4,4,3,2,3,2,2,3,4,3,2,4,2,3,3,3,5,7,9,2,2,1,1,1,4,4,1,5,5,4,5,5,5,5,3,2,2,2,1,2,2,2,15,15,1,2,,1,1,9,1,-9,3,3,3,3,3,-9,-8,-8,2,2,2,0,-8,0,9,10,10,-8,-8,6,9,6,5,9,5,9,5,9,6,6,5,9,6,11,1,-8,4,4,4,4,4,4,1,1,52,1,10,1973,,2,,,1,1,1,0,7,6,2,1,,1,,1,4,5,2,1.1487421141283,95,2025,9,277,277-95,3,14,6,3,5,2,2,2,2,1,1,6,1,6,95057
57,1,5,9,3,3,3,5,5,3,2,3,2,3,2,-9,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-9,3,4,3,4,3,3,4,3,4,3,3,4,4,4,3,4,3,3,4,3,5,5,5,1,1,-9,1,2,3,1,1,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,15,15,1,-9,,2,2,8,1,9,3,3,3,2,2,1,2,2,3,-9,-9,-8,5,0,6,5,7,5,5,5,6,6,3,5,6,9,6,6,6,6,6,6,9,2,1,1,3,4,4,4,3,5,4,2,65,1,1,1960,,2,,,1,1,9,,1,6,2,1,,7,,3,3,3,2,0.653142963087638,95,2025,9,278,278-95,3,1,7,1,3,2,2,1,1,2,2,3,1,6,95057
44,1,5,11,1,5,1,8,7,4,1,3,3,4,2,1,5,5,2,5,1,6,6,6,6,6,6,2,5,2,6,6,4,3,3,3,4,3,2,3,3,3,2,2,4,3,3,3,3,2,3,3,3,8,5,3,2,1,1,1,-8,1,1,0,10,10,0,0,0,4,1,4,3,2,3,3,3,3,15,15,1,1,,3,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,0,-8,0,10,10,10,-8,-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1,1,4,4,4,2,1,8,2,62,6,2,1963,,2,,,1,2,1,1,5,6,2,1,,10,,1,4,4,2,0.79710679464725,95,2025,9,279,279-95,3,14,16,1,1,1,1,2,2,2,1,4,1,6,95044
53,1,5,9,3,3,3,6,4,2,3,3,3,5,3,-9,10,1,3,1,4,2,3,3,2,6,5,2,1,3,6,2,3,3,1,4,3,3,4,3,4,4,1,4,4,1,4,3,1,3,4,4,9,10,9,2,2,1,1,2,3,1,1,5,0,0,-9,-9,-9,5,2,2,2,1,1,3,2,3,27,,1,2,,1,1,9,9,5,3,3,3,2,1,3,3,3,-9,-9,-9,0,0,0,10,8,4,4,4,5,5,5,4,6,4,4,5,4,5,5,5,5,5,2,5,3,5,4,4,4,2,5,2,1,54,5,6,1971,,2,,,1,4,1,1,1,5,2,1,,1,,1,7,9,3,2.56363320750479,95,2025,9,280,280-95,26,14,5,5,-9,2,2,2,1,2,2,8,1,6,95053
53,1,5,9,3,3,3,7,4,2,3,3,3,5,3,2,1,5,6,6,6,4,6,6,6,6,6,6,6,6,6,6,1,4,4,4,4,4,3,3,4,4,3,4,4,4,3,2,3,2,4,3,4,1,10,2,3,3,1,2,1,1,2,0,0,0,0,0,0,0,4,4,3,3,3,3,3,3,15,9,1,4,,4,4,1,1,10,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,1,3,3,2,2,1,2,4,3,1,76,25,6,1946,,2,,,1,5,1,3,7,7,2,1,,7,,3,2,2,4,0.505144277202754,95,2025,9,281,281-95,10,26,3,3,,-8,-8,-8,-8,-8,-8,1,1,6,95053
54,1,5,3,1,2,1,10,5,3,1,3,3,3,1,1,4,4,3,4,2,4,3,6,4,6,4,4,4,6,6,6,4,3,2,4,1,3,3,1,4,3,1,2,3,3,2,2,1,2,2,3,10,1,1,3,2,1,2,2,1,2,1,5,5,4,5,3,5,6,3,4,3,3,3,2,3,3,5,,1,1,,1,1,1,1,3,2,3,1,3,3,1,2,2,1,2,1,3,3,5,4,3,5,5,4,4,3,3,5,3,6,3,4,3,3,2,3,3,9,1,5,3,2,4,4,4,1,3,4,1,78,16,1,1949,,2,,,1,2,1,1,1,5,2,1,,7,,3,2,3,4,1.02725980482536,95,2025,9,282,282-95,10,5,1,1,3,1,2,2,2,2,1,4,1,6,95054
54,1,5,11,3,3,3,8,6,2,3,3,-8,4,2,-8,5,4,2,3,1,4,6,3,6,6,2,2,-8,6,6,2,1,3,2,3,3,3,3,3,3,1,2,2,4,2,3,3,1,1,4,3,5,1,1,2,3,1,1,1,-8,1,2,5,5,-8,0,0,0,0,3,4,3,2,3,2,3,3,15,15,1,1,,3,1,8,1,10,3,3,2,3,3,3,3,3,1,3,1,0,0,4,0,0,0,0,0,-8,6,-8,6,9,6,-8,3,5,-8,-8,-8,-8,-8,1,11,3,1,4,3,4,1,4,8,2,81,8,9,1944,,2,,,1,3,1,2,5,-8,2,1,,7,,3,2,2,4,0.658709522432135,95,2025,9,283,283-95,10,5,26,-8,-8,1,2,1,2,2,2,1,1,6,95054
101,1,8,3,1,2,5,7,-9,3,1,4,3,-9,3,1,7,4,-9,4,-9,6,6,-9,-8,6,6,-9,4,6,6,6,3,3,3,4,4,4,3,1,-8,-8,3,1,-8,-8,4,-9,2,4,2,3,9,10,8,3,1,-8,-9,-9,-8,-9,2,0,10,10,-9,-9,9,-9,3,4,2,3,3,-8,3,-8,9,,1,1,,-9,1,1,1,3,-9,-9,1,-9,-9,2,-9,-9,-9,2,1,-9,-9,-9,-9,-8,-8,-9,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,10,2,3,1,4,4,4,5,-8,8,2,72,16,11,1953,,2,,,1,1,1,0,8,5,2,1,,7,,3,4,4,4,0.628894483411215,95,2025,9,284,284-95,10,7,3,3,-9,-9,-9,-9,-9,-9,-9,1,1,12,95101
183,1,13,6,2,2,2,7,1,2,2,3,-8,4,3,2,-9,1,5,1,3,3,6,3,6,6,2,3,1,6,6,6,3,2,2,4,4,-8,3,4,3,-8,2,4,4,3,4,4,2,-8,4,4,5,7,8,2,1,1,1,1,3,3,2,5,5,5,5,5,5,5,2,5,3,3,3,3,3,3,-9,15,1,1,,4,1,1,1,6,3,3,3,3,2,1,3,3,2,2,2,-8,-8,0,-8,10,9,-8,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,9,3,4,2,-8,-8,3,4,4,2,55,6,2,1968,,2,,,1,2,1,1,8,4,2,1,,8,,3,3,3,3,0.765844330155848,95,2025,9,285,285-95,10,3,9,3,-8,-8,-8,-8,-8,-8,-8,4,1,20,95183
182,1,13,8,4,1,2,10,5,2,2,2,3,5,2,2,9,2,2,2,3,3,4,6,2,-8,3,3,2,6,6,6,4,4,3,3,3,-8,3,4,3,4,3,3,3,3,3,3,3,-8,3,3,8,6,6,2,2,1,1,1,3,2,1,8,0,1,7,5,6,6,3,2,2,3,2,2,2,2,15,15,1,2,,1,1,1,1,5,3,3,3,3,1,3,3,3,3,1,2,-8,4,0,-8,10,7,-8,-8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,3,4,4,4,4,1,5,6,1,24,22,5,2001,,1,5,,1,1,1,1,8,3,1,2,4,4,,3,1,6,3,1.35814471211295,95,2025,9,286,286-95,26,17,6,4,5,2,2,2,2,1,2,1,1,20,95182
182,1,13,10,2,4,4,10,5,2,3,4,-8,4,3,2,-9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,8,3,2,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,4,3,3,3,3,3,3,3,15,15,1,-9,,3,1,9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11,9,3,4,4,4,4,-8,5,6,2,30,26,11,1994,,2,,,1,0,,,8,5,2,2,5,1,,1,-9,-9,3,1.22127889672591,95,2025,9,287,287-95,3,9,10,3,-9,2,2,2,2,2,2,6,1,20,95182
182,1,13,5,2,1,2,10,5,2,2,3,2,5,3,2,-9,1,4,1,5,2,4,3,6,6,2,3,1,2,6,6,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,6,10,10,2,1,1,1,1,3,2,2,10,0,0,10,-8,10,-8,3,5,3,3,3,3,3,3,15,15,1,2,,1,1,1,1,5,3,3,3,3,1,2,3,3,3,1,2,-8,-8,0,-8,10,10,-8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,1,5,-8,-8,-8,-8,-8,1,2,60,1,1,1965,,2,,,1,1,1,0,5,4,2,1,,1,,1,-9,-9,3,0.225008338229973,95,2025,9,288,288-95,14,5,10,5,5,2,2,2,2,1,2,4,1,20,95182
182,1,13,3,1,3,1,8,5,2,2,3,2,3,2,1,-9,4,2,4,2,2,4,6,4,6,6,6,4,6,6,6,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,6,5,7,2,2,1,2,2,3,2,2,5,5,5,5,5,5,5,2,2,3,2,3,2,2,3,15,15,1,1,,2,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,-8,5,0,7,10,9,-8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,9,2,3,4,4,4,2,3,1,1,43,20,11,1981,,2,,,1,0,,,8,3,2,2,5,1,,1,4,5,3,0.835927823332515,95,2025,9,289,289-95,6,3,9,3,1,1,2,2,2,2,2,4,1,20,95182
169,1,13,3,1,5,1,10,-8,3,2,2,3,3,3,1,1,4,2,2,2,2,2,2,2,2,2,2,4,2,2,6,1,1,1,3,3,1,1,2,3,3,2,3,3,3,2,3,3,1,3,1,4,4,6,3,1,2,2,1,2,4,1,2,5,9,1,1,1,1,2,2,2,2,3,3,3,3,9,,1,1,,3,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,1,9,10,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,3,1,4,4,4,3,4,2,1,67,28,10,1957,,1,5,,1,2,1,1,5,5,2,1,,7,,3,1,1,4,0.772065292735344,95,2025,9,290,290-95,10,26,3,3,1,1,1,2,2,2,2,3,1,20,95169
